interptime;interpinput_1;interpinput_2
11.65;0.2;0.2
11.66;0.2;0.2
11.67;0.2;0.2
11.68;0.2;0.2
11.69;0.2;0.2
11.7;0.2;0.2
11.71;0.2;0.2
11.72;0.2;0.2
11.73;0.2;0.2
11.74;0.2;0.2
11.75;0.2;0.2
11.76;0.2;0.2
11.77;0.2;0.2
11.78;0.2;0.2
11.79;0.2;0.2
11.8;0.2;0.2
11.81;0.2;0.2
11.82;0.2;0.2
11.83;0.2;0.2
11.84;0.2;0.2
11.85;0.2;0.2
11.86;0.2;0.2
11.87;0.2;0.2
11.88;0.2;0.2
11.89;0.2;0.2
11.9;0.2;0.2
11.91;0.2;0.2
11.92;0.2;0.2
11.93;0.2;0.2
11.94;0.2;0.2
11.95;0.2;0.2
11.96;0.2;0.2
11.97;0.2;0.2
11.98;0.2;0.2
11.99;0.2;0.2
12;0.2;0.2
12.01;0.2;0.2
12.02;0.2;0.2
12.03;0.2;0.2
12.04;0.2;0.2
12.05;0.2;0.2
12.06;0.2;0.2
12.07;0.2;0.2
12.08;0.2;0.2
12.09;0.2;0.2
12.1;0.2;0.2
12.11;0.2;0.2
12.12;0.2;0.2
12.13;0.2;0.2
12.14;0.2;0.2
12.15;0.2;0.2
12.16;0.2;0.2
12.17;0.2;0.2
12.18;0.2;0.2
12.19;0.2;0.2
12.2;0.2;0.2
12.21;0.2;0.2
12.22;0.2;0.2
12.23;0.2;0.2
12.24;0.2;0.2
12.25;0.2;0.2
12.26;0.2;0.2
12.27;0.2;0.2
12.28;0.2;0.2
12.29;0.2;0.2
12.3;0.2;0.2
12.31;0.2;0.2
12.32;0.2;0.2
12.33;0.2;0.2
12.34;0.2;0.2
12.35;0.2;0.2
12.36;0.2;0.2
12.37;0.2;0.2
12.38;0.2;0.2
12.39;0.2;0.2
12.4;0.2;0.2
12.41;0.2;0.2
12.42;0.2;0.2
12.43;0.2;0.2
12.44;0.2;0.2
12.45;0.2;0.2
12.46;0.2;0.2
12.47;0.2;0.2
12.48;0.2;0.2
12.49;0.2;0.2
12.5;0.2;0.2
12.51;0.2;0.2
12.52;0.2;0.2
12.53;0.2;0.2
12.54;0.2;0.2
12.55;0.2;0.2
12.56;0.2;0.2
12.57;0.2;0.2
12.58;0.2;0.2
12.59;0.2;0.2
12.6;0.2;0.2
12.61;0.2;0.2
12.62;0.2;0.2
12.63;0.2;0.2
12.64;0.2;0.2
12.65;0.2;0.2
12.66;0.2;0.2
12.67;0.2;0.2
12.68;0.2;0.2
12.69;0.2;0.2
12.7;0.2;0.2
12.71;0.2;0.2
12.72;0.2;0.2
12.73;0.2;0.2
12.74;0.2;0.2
12.75;0.2;0.2
12.76;0.2;0.2
12.77;0.2;0.2
12.78;0.2;0.2
12.79;0.2;0.2
12.8;0.2;0.2
12.81;0.2;0.2
12.82;0.2;0.2
12.83;0.2;0.2
12.84;0.2;0.2
12.85;0.2;0.2
12.86;0.2;0.2
12.87;0.2;0.2
12.88;0.2;0.2
12.89;0.2;0.2
12.9;0.2;0.2
12.91;0.2;0.2
12.92;0.2;0.2
12.93;0.2;0.2
12.94;0.2;0.2
12.95;0.2;0.2
12.96;0.2;0.2
12.97;0.2;0.2
12.98;0.2;0.2
12.99;0.2;0.2
13;0.2;0.2
13.01;0.2;0.2
13.02;0.2;0.2
13.03;0.2;0.2
13.04;0.2;0.2
13.05;0.2;0.2
13.06;0.2;0.2
13.07;0.2;0.2
13.08;0.2;0.2
13.09;0.2;0.2
13.1;0.2;0.2
13.11;0.2;0.2
13.12;0.2;0.2
13.13;0.2;0.2
13.14;0.2;0.2
13.15;0.2;0.2
13.16;0.2;0.2
13.17;0.2;0.2
13.18;0.2;0.2
13.19;0.2;0.2
13.2;0.2;0.2
13.21;0.2;0.2
13.22;0.2;0.2
13.23;0.2;0.2
13.24;0.2;0.2
13.25;0.2;0.2
13.26;0.2;0.2
13.27;0.2;0.2
13.28;0.2;0.2
13.29;0.2;0.2
13.3;0.2;0.2
13.31;0.2;0.2
13.32;0.2;0.2
13.33;0.2;0.2
13.34;0.2;0.2
13.35;0.2;0.2
13.36;0.2;0.2
13.37;0.2;0.2
13.38;0.2;0.2
13.39;0.2;0.2
13.4;0.2;0.2
13.41;0.2;0.2
13.42;0.2;0.2
13.43;0.2;0.2
13.44;0.2;0.2
13.45;0.2;0.2
13.46;0.2;0.2
13.47;0.2;0.2
13.48;0.2;0.2
13.49;0.2;0.2
13.5;0.2;0.2
13.51;0.2;0.2
13.52;0.2;0.2
13.53;0.2;0.2
13.54;0.2;0.2
13.55;0.2;0.2
13.56;0.2;0.2
13.57;0.2;0.2
13.58;0.2;0.2
13.59;0.2;0.2
13.6;0.2;0.2
13.61;0.2;0.2
13.62;0.2;0.2
13.63;0.2;0.2
13.64;0.2;0.2
13.65;0.2;0.2
13.66;0.2;0.2
13.67;0.2;0.2
13.68;0.2;0.2
13.69;0.2;0.2
13.7;0.2;0.2
13.71;0.2;0.2
13.72;0.2;0.2
13.73;0.2;0.2
13.74;0.2;0.2
13.75;0.2;0.2
13.76;0.2;0.2
13.77;0.2;0.2
13.78;0.2;0.2
13.79;0.2;0.2
13.8;0.2;0.2
13.81;0.2;0.2
13.82;0.2;0.2
13.83;0.2;0.2
13.84;0.2;0.2
13.85;0.2;0.2
13.86;0.2;0.2
13.87;0.2;0.2
13.88;0.2;0.2
13.89;0.2;0.2
13.9;0.2;0.2
13.91;0.2;0.2
13.92;0.2;0.2
13.93;0.2;0.2
13.94;0.2;0.2
13.95;0.2;0.2
13.96;0.2;0.2
13.97;0.2;0.2
13.98;0.2;0.2
13.99;0.2;0.2
14;0.2;0.2
14.01;0.2;0.2
14.02;0.2;0.2
14.03;0.2;0.2
14.04;0.2;0.2
14.05;0.2;0.2
14.06;0.2;0.2
14.07;0.2;0.2
14.08;0.2;0.2
14.09;0.2;0.2
14.1;0.2;0.2
14.11;0.2;0.2
14.12;0.2;0.2
14.13;0.2;0.2
14.14;0.2;0.2
14.15;0.2;0.2
14.16;0.2;0.2
14.17;0.2;0.2
14.18;0.2;0.2
14.19;0.2;0.2
14.2;0.2;0.2
14.21;0.2;0.2
14.22;0.2;0.2
14.23;0.2;0.2
14.24;0.2;0.2
14.25;0.2;0.2
14.26;0.2;0.2
14.27;0.2;0.2
14.28;0.2;0.2
14.29;0.2;0.2
14.3;0.2;0.2
14.31;0.2;0.2
14.32;0.2;0.2
14.33;0.2;0.2
14.34;0.2;0.2
14.35;0.2;0.2
14.36;0.2;0.2
14.37;0.2;0.2
14.38;0.2;0.2
14.39;0.2;0.2
14.4;0.2;0.2
14.41;0.2;0.2
14.42;0.2;0.2
14.43;0.2;0.2
14.44;0.2;0.2
14.45;0.2;0.2
14.46;0.2;0.2
14.47;0.2;0.2
14.48;0.2;0.2
14.49;0.2;0.2
14.5;0.2;0.2
14.51;0.2;0.2
14.52;0.2;0.2
14.53;0.2;0.2
14.54;0.2;0.2
14.55;0.2;0.2
14.56;0.2;0.2
14.57;0.2;0.2
14.58;0.2;0.2
14.59;0.2;0.2
14.6;0.2;0.2
14.61;0.2;0.2
14.62;0.2;0.2
14.63;0.2;0.2
14.64;0.2;0.2
14.65;0.2;0.2
14.66;0.2;0.2
14.67;0.2;0.2
14.68;0.2;0.2
14.69;0.2;0.2
14.7;0.2;0.2
14.71;0.2;0.2
14.72;0.2;0.2
14.73;0.2;0.2
14.74;0.2;0.2
14.75;0.2;0.2
14.76;0.2;0.2
14.77;0.2;0.2
14.78;0.2;0.2
14.79;0.2;0.2
14.8;0.2;0.2
14.81;0.2;0.2
14.82;0.2;0.2
14.83;0.2;0.2
14.84;0.2;0.2
14.85;0.2;0.2
14.86;0.2;0.2
14.87;0.2;0.2
14.88;0.2;0.2
14.89;0.2;0.2
14.9;0.2;0.2
14.91;0.2;0.2
14.92;0.2;0.2
14.93;0.2;0.2
14.94;0.2;0.2
14.95;0.2;0.2
14.96;0.2;0.2
14.97;0.2;0.2
14.98;0.2;0.2
14.99;0.2;0.2
15;0.2;0.2
15.01;0.2;0.2
15.02;0.2;0.2
15.03;0.2;0.2
15.04;0.2;0.2
15.05;0.2;0.2
15.06;0.2;0.2
15.07;0.2;0.2
15.08;0.2;0.2
15.09;0.2;0.2
15.1;0.2;0.2
15.11;0.2;0.2
15.12;0.2;0.2
15.13;0.2;0.2
15.14;0.2;0.2
15.15;0.2;0.2
15.16;0.2;0.2
15.17;0.2;0.2
15.18;0.2;0.2
15.19;0.2;0.2
15.2;0.2;0.2
15.21;0.2;0.2
15.22;0.2;0.2
15.23;0.2;0.2
15.24;0.2;0.2
15.25;0.2;0.2
15.26;0.2;0.2
15.27;0.2;0.2
15.28;0.2;0.2
15.29;0.2;0.2
15.3;0.2;0.2
15.31;0.2;0.2
15.32;0.2;0.2
15.33;0.2;0.2
15.34;0.2;0.2
15.35;0.2;0.2
15.36;0.2;0.2
15.37;0.2;0.2
15.38;0.2;0.2
15.39;0.2;0.2
15.4;0.2;0.2
15.41;0.2;0.2
15.42;0.2;0.2
15.43;0.2;0.2
15.44;0.2;0.2
15.45;0.2;0.2
15.46;0.2;0.2
15.47;0.2;0.2
15.48;0.2;0.2
15.49;0.2;0.2
15.5;0.2;0.2
15.51;0.2;0.2
15.52;0.2;0.2
15.53;0.2;0.2
15.54;0.2;0.2
15.55;0.2;0.2
15.56;0.2;0.2
15.57;0.2;0.2
15.58;0.2;0.2
15.59;0.2;0.2
15.6;0.2;0.2
15.61;0.2;0.2
15.62;0.2;0.2
15.63;0.2;0.2
15.64;0.2;0.2
15.65;0.2;0.2
15.66;0.2;0.2
15.67;0.2;0.2
15.68;0.2;0.2
15.69;0.2;0.2
15.7;0.2;0.2
15.71;0.2;0.2
15.72;0.2;0.2
15.73;0.2;0.2
15.74;0.2;0.2
15.75;0.2;0.2
15.76;0.2;0.2
15.77;0.2;0.2
15.78;0.2;0.2
15.79;0.2;0.2
15.8;0.2;0.2
15.81;0.2;0.2
15.82;0.2;0.2
15.83;0.2;0.2
15.84;0.2;0.2
15.85;0.2;0.2
15.86;0.2;0.2
15.87;0.2;0.2
15.88;0.2;0.2
15.89;0.2;0.2
15.9;0.2;0.2
15.91;0.2;0.2
15.92;0.2;0.2
15.93;0.2;0.2
15.94;0.2;0.2
15.95;0.2;0.2
15.96;0.2;0.2
15.97;0.2;0.2
15.98;0.2;0.2
15.99;0.2;0.2
16;0.2;0.2
16.01;0.2;0.2
16.02;0.2;0.2
16.03;0.2;0.2
16.04;0.2;0.2
16.05;0.2;0.2
16.06;0.2;0.2
16.07;0.2;0.2
16.08;0.2;0.2
16.09;0.2;0.2
16.1;0.2;0.2
16.11;0.2;0.2
16.12;0.2;0.2
16.13;0.2;0.2
16.14;0.2;0.2
16.15;0.2;0.2
16.16;0.2;0.2
16.17;0.2;0.2
16.18;0.2;0.2
16.19;0.2;0.2
16.2;0.2;0.2
16.21;0.2;0.2
16.22;0.2;0.2
16.23;0.2;0.2
16.24;0.2;0.2
16.25;0.2;0.2
16.26;0.2;0.2
16.27;0.2;0.2
16.28;0.2;0.2
16.29;0.2;0.2
16.3;0.2;0.2
16.31;0.2;0.2
16.32;0.2;0.2
16.33;0.2;0.2
16.34;0.2;0.2
16.35;0.2;0.2
16.36;0.2;0.2
16.37;0.2;0.2
16.38;0.2;0.2
16.39;0.2;0.2
16.4;0.2;0.2
16.41;0.2;0.2
16.42;0.2;0.2
16.43;0.2;0.2
16.44;0.2;0.2
16.45;0.2;0.2
16.46;0.2;0.2
16.47;0.2;0.2
16.48;0.2;0.2
16.49;0.2;0.2
16.5;0.2;0.2
16.51;0.2;0.2
16.52;0.2;0.2
16.53;0.2;0.2
16.54;0.2;0.2
16.55;0.2;0.2
16.56;0.2;0.2
16.57;0.2;0.2
16.58;0.2;0.2
16.59;0.2;0.2
16.6;0.2;0.2
16.61;0.2;0.2
16.62;0.2;0.2
16.63;0.2;0.2
16.64;0.2;0.2
16.65;0.2;0.2
16.66;0.2;0.2
16.67;0.2;0.2
16.68;0.2;0.2
16.69;0.2;0.2
16.7;0.2;0.2
16.71;0.2;0.2
16.72;0.2;0.2
16.73;0.2;0.2
16.74;0.2;0.2
16.75;0.2;0.2
16.76;0.2;0.2
16.77;0.2;0.2
16.78;0.2;0.2
16.79;0.2;0.2
16.8;0.2;0.2
16.81;0.2;0.2
16.82;0.2;0.2
16.83;0.2;0.2
16.84;0.2;0.2
16.85;0.2;0.2
16.86;0.2;0.2
16.87;0.2;0.2
16.88;0.2;0.2
16.89;0.2;0.2
16.9;0.2;0.2
16.91;0.2;0.2
16.92;0.2;0.2
16.93;0.2;0.2
16.94;0.2;0.2
16.95;0.2;0.2
16.96;0.2;0.2
16.97;0.2;0.2
16.98;0.2;0.2
16.99;0.2;0.2
17;0.2;0.2
17.01;0.2;0.2
17.02;0.2;0.2
17.03;0.2;0.2
17.04;0.2;0.2
17.05;0.2;0.2
17.06;0.2;0.2
17.07;0.2;0.2
17.08;0.2;0.2
17.09;0.2;0.2
17.1;0.2;0.2
17.11;0.2;0.2
17.12;0.2;0.2
17.13;0.2;0.2
17.14;0.2;0.2
17.15;0.2;0.2
17.16;0.2;0.2
17.17;0.2;0.2
17.18;0.2;0.2
17.19;0.2;0.2
17.2;0.2;0.2
17.21;0.2;0.2
17.22;0.2;0.2
17.23;0.2;0.2
17.24;0.2;0.2
17.25;0.2;0.2
17.26;0.2;0.2
17.27;0.2;0.2
17.28;0.2;0.2
17.29;0.2;0.2
17.3;0.2;0.2
17.31;0.2;0.2
17.32;0.2;0.2
17.33;0.2;0.2
17.34;0.2;0.2
17.35;0.2;0.2
17.36;0.2;0.2
17.37;0.2;0.2
17.38;0.2;0.2
17.39;0.2;0.2
17.4;0.2;0.2
17.41;0.2;0.2
17.42;0.2;0.2
17.43;0.2;0.2
17.44;0.2;0.2
17.45;0.2;0.2
17.46;0.2;0.2
17.47;0.2;0.2
17.48;0.2;0.2
17.49;0.2;0.2
17.5;0.2;0.2
17.51;0.2;0.2
17.52;0.2;0.2
17.53;0.2;0.2
17.54;0.2;0.2
17.55;0.2;0.2
17.56;0.2;0.2
17.57;0.2;0.2
17.58;0.2;0.2
17.59;0.2;0.2
17.6;0.2;0.2
17.61;0.2;0.2
17.62;0.2;0.2
17.63;0.2;0.2
17.64;0.2;0.2
17.65;0.2;0.2
17.66;0.2;0.2
17.67;0.2;0.2
17.68;0.2;0.2
17.69;0.2;0.2
17.7;0.2;0.2
17.71;0.2;0.2
17.72;0.2;0.2
17.73;0.2;0.2
17.74;0.2;0.2
17.75;0.2;0.2
17.76;0.2;0.2
17.77;0.2;0.2
17.78;0.2;0.2
17.79;0.2;0.2
17.8;0.2;0.2
17.81;0.2;0.2
17.82;0.2;0.2
17.83;0.2;0.2
17.84;0.2;0.2
17.85;0.2;0.2
17.86;0.2;0.2
17.87;0.2;0.2
17.88;0.2;0.2
17.89;0.2;0.2
17.9;0.2;0.2
17.91;0.2;0.2
17.92;0.2;0.2
17.93;0.2;0.2
17.94;0.2;0.2
17.95;0.2;0.2
17.96;0.2;0.2
17.97;0.2;0.2
17.98;0.2;0.2
17.99;0.2;0.2
18;0.2;0.2
18.01;0.2;0.2
18.02;0.2;0.2
18.03;0.2;0.2
18.04;0.2;0.2
18.05;0.2;0.2
18.06;0.2;0.2
18.07;0.2;0.2
18.08;0.2;0.2
18.09;0.2;0.2
18.1;0.2;0.2
18.11;0.2;0.2
18.12;0.2;0.2
18.13;0.2;0.2
18.14;0.2;0.2
18.15;0.2;0.2
18.16;0.2;0.2
18.17;0.2;0.2
18.18;0.2;0.2
18.19;0.2;0.2
18.2;0.2;0.2
18.21;0.2;0.2
18.22;0.2;0.2
18.23;0.2;0.2
18.24;0.2;0.2
18.25;0.2;0.2
18.26;0.2;0.2
18.27;0.2;0.2
18.28;0.2;0.2
18.29;0.2;0.2
18.3;0.2;0.2
18.31;0.2;0.2
18.32;0.2;0.2
18.33;0.2;0.2
18.34;0.2;0.2
18.35;0.2;0.2
18.36;0.2;0.2
18.37;0.2;0.2
18.38;0.2;0.2
18.39;0.2;0.2
18.4;0.2;0.2
18.41;0.2;0.2
18.42;0.2;0.2
18.43;0.2;0.2
18.44;0.2;0.2
18.45;0.2;0.2
18.46;0.2;0.2
18.47;0.2;0.2
18.48;0.2;0.2
18.49;0.2;0.2
18.5;0.2;0.2
18.51;0.2;0.2
18.52;0.2;0.2
18.53;0.2;0.2
18.54;0.2;0.2
18.55;0.2;0.2
18.56;0.2;0.2
18.57;0.2;0.2
18.58;0.2;0.2
18.59;0.2;0.2
18.6;0.2;0.2
18.61;0.2;0.2
18.62;0.2;0.2
18.63;0.2;0.2
18.64;0.2;0.2
18.65;0.2;0.2
18.66;0.2;0.2
18.67;0.2;0.2
18.68;0.2;0.2
18.69;0.2;0.2
18.7;0.2;0.2
18.71;0.2;0.2
18.72;0.2;0.2
18.73;0.2;0.2
18.74;0.2;0.2
18.75;0.2;0.2
18.76;0.2;0.2
18.77;0.2;0.2
18.78;0.2;0.2
18.79;0.2;0.2
18.8;0.2;0.2
18.81;0.2;0.2
18.82;0.2;0.2
18.83;0.2;0.2
18.84;0.2;0.2
18.85;0.2;0.2
18.86;0.2;0.2
18.87;0.2;0.2
18.88;0.2;0.2
18.89;0.2;0.2
18.9;0.2;0.2
18.91;0.2;0.2
18.92;0.2;0.2
18.93;0.2;0.2
18.94;0.2;0.2
18.95;0.2;0.2
18.96;0.2;0.2
18.97;0.2;0.2
18.98;0.2;0.2
18.99;0.2;0.2
19;0.2;0.2
19.01;0.2;0.2
19.02;0.2;0.2
19.03;0.2;0.2
19.04;0.2;0.2
19.05;0.2;0.2
19.06;0.2;0.2
19.07;0.2;0.2
19.08;0.2;0.2
19.09;0.2;0.2
19.1;0.2;0.2
19.11;0.2;0.2
19.12;0.2;0.2
19.13;0.2;0.2
19.14;0.2;0.2
19.15;0.2;0.2
19.16;0.2;0.2
19.17;0.2;0.2
19.18;0.2;0.2
19.19;0.2;0.2
19.2;0.2;0.2
19.21;0.2;0.2
19.22;0.2;0.2
19.23;0.2;0.2
19.24;0.2;0.2
19.25;0.2;0.2
19.26;0.2;0.2
19.27;0.2;0.2
19.28;0.2;0.2
19.29;0.2;0.2
19.3;0.2;0.2
19.31;0.2;0.2
19.32;0.2;0.2
19.33;0.2;0.2
19.34;0.2;0.2
19.35;0.2;0.2
19.36;0.2;0.2
19.37;0.2;0.2
19.38;0.2;0.2
19.39;0.2;0.2
19.4;0.2;0.2
19.41;0.2;0.2
19.42;0.2;0.2
19.43;0.2;0.2
19.44;0.2;0.2
19.45;0.2;0.2
19.46;0.2;0.2
19.47;0.2;0.2
19.48;0.2;0.2
19.49;0.2;0.2
19.5;0.2;0.2
19.51;0.2;0.2
19.52;0.2;0.2
19.53;0.2;0.2
19.54;0.2;0.2
19.55;0.2;0.2
19.56;0.2;0.2
19.57;0.2;0.2
19.58;0.2;0.2
19.59;0.2;0.2
19.6;0.2;0.2
19.61;0.2;0.2
19.62;0.2;0.2
19.63;0.2;0.2
19.64;0.2;0.2
19.65;0.2;0.2
19.66;0.2;0.2
19.67;0.2;0.2
19.68;0.2;0.2
19.69;0.2;0.2
19.7;0.2;0.2
19.71;0.2;0.2
19.72;0.2;0.2
19.73;0.2;0.2
19.74;0.2;0.2
19.75;0.2;0.2
19.76;0.2;0.2
19.77;0.2;0.2
19.78;0.2;0.2
19.79;0.2;0.2
19.8;0.2;0.2
19.81;0.2;0.2
19.82;0.2;0.2
19.83;0.2;0.2
19.84;0.2;0.2
19.85;0.2;0.2
19.86;0.2;0.2
19.87;0.2;0.2
19.88;0.2;0.2
19.89;0.2;0.2
19.9;0.2;0.2
19.91;0.2;0.2
19.92;0.2;0.2
19.93;0.2;0.2
19.94;0.2;0.2
19.95;0.2;0.2
19.96;0.2;0.2
19.97;0.2;0.2
19.98;0.2;0.2
19.99;0.2;0.2
19.99995;0.2;0.2
20.00995;0.199979410611916;0.199871525315341
20.01995;0.19990899720775;0.199260979717036
20.02995;0.199892038754809;0.198706973462135
20.03995;0.199884900419938;0.19821462373641
20.04995;0.199880990868879;0.197802071554129
20.05995;0.199878274656169;0.197467091128578
20.06995;0.199876245429769;0.197213671032865
20.07995;0.199874653569655;0.197042534007385
20.08995;0.199873367056588;0.196950588316531
20.09995;0.1998722612656;0.196913985911574
20.10995;0.199871288236591;0.196919791869289
20.11995;0.199870419370789;0.196958054439182
20.12995;0.199869634226225;0.197020028200928
20.13995;0.199868907149157;0.197095812183565
20.14995;0.199868227255016;0.197180334160705
20.15995;0.199867588396732;0.197269741266742
20.16995;0.199866984236991;0.197360551625771
20.17995;0.199866406325753;0.197450239304695
20.18995;0.199865850913002;0.197537232046055
20.19995;0.199865316362799;0.197620035772691
20.20995;0.199864799740683;0.197697832701214
20.21995;0.199864297500244;0.197770632427611
20.22995;0.199863808009521;0.197838305582299
20.23995;0.199863330912295;0.197900366512409
20.24995;0.199862864469012;0.197957146801894
20.25995;0.199862406967446;0.198009209026372
20.26995;0.199861957582498;0.198056810135377
20.27995;0.199861516392746;0.198099779960414
20.28995;0.199861082187588;0.198138754521053
20.29995;0.199860654067424;0.198174256923459
20.30995;0.19986023156735;0.198206595820907
20.31995;0.199859814925589;0.198235725191695
20.32995;0.199859403203975;0.198262259441592
20.33995;0.199858995907578;0.198286557284144
20.34995;0.199858592750524;0.198308858599518
20.35995;0.199858194026951;0.198329140463821
20.36995;0.199857798955376;0.198347856556344
20.37995;0.199857407260932;0.19836520247158
20.38995;0.199857018754354;0.198381323088259
20.39995;0.19985663374306;0.198396178888545
20.40995;0.199856251545689;0.198410074384387
20.41995;0.199855872016125;0.198423102618548
20.42995;0.199855495059669;0.198435332732563
20.43995;0.19985512086409;0.198446747354563
20.44995;0.199854748933793;0.198457522561654
20.45995;0.199854379164178;0.198467709708728
20.46995;0.199854011521778;0.19847733749428
20.47995;0.199853646103548;0.198486399699594
20.48995;0.199853282546927;0.198495002208169
20.49995;0.199852920772732;0.198503174368379
20.50995;0.199852560787363;0.198510923370353
20.51995;0.199852202622199;0.198518249774557
20.52995;0.199851846009668;0.198525221497786
20.53995;0.199851490888043;0.198531857226254
20.54995;0.19985113729013;0.198538154681169
20.55995;0.199850785199644;0.19854412363282
20.56995;0.199850434418763;0.198549813855847
20.57995;0.199850084898181;0.198555243592067
20.58995;0.199849736688106;0.198560414151163
20.59995;0.199849389737504;0.198565351100653
20.60995;0.199849043900675;0.198570098406606
20.61995;0.199848699137232;0.198574681120192
20.62995;0.199848355508226;0.198579113512845
20.63995;0.199848012937215;0.19858342833164
20.64995;0.199847671317792;0.198587652712681
20.65995;0.199847330615843;0.198591794341427
20.66995;0.199846990898161;0.198595829668493
20.67995;0.199846652070255;0.198599717527319
20.68995;0.199846314055925;0.198603381814931
20.69995;0.199845976826143;0.198606697778212
20.70995;0.199845640451037;0.198609393799692
20.71995;0.199845304826204;0.198611261851965
20.72995;0.199844969901346;0.198612066095745
20.73995;0.19984463565503;0.198611543624765
20.74995;0.19984430216535;0.198609145580379
20.75995;0.199843969327551;0.19860470716423
20.76995;0.199843637117811;0.19859769153233
20.77995;0.199843305528587;0.198587022182821
20.78995;0.199842974662204;0.198569245020021
20.79995;0.199842644424981;0.198541216734906
20.80995;0.199842314837679;0.198497659040885
20.81995;0.199841985951728;0.198431659740896
20.82995;0.199841657952643;0.198331123042676
20.83995;0.19984133083838;0.198193713801622
20.84995;0.199841004750927;0.19801502707241
20.85995;0.199840679914936;0.197791251428682
20.86995;0.199840356738325;0.197517584119975
20.87995;0.199840035300838;0.197201888783121
20.88995;0.199839715874568;0.19684699766351
20.89995;0.199839398870206;0.196454781887964
20.90995;0.19983908481284;0.196027283980669
20.91995;0.199838773691746;0.195572260641156
20.92995;0.199838465764821;0.195093014338486
20.93995;0.199838161507471;0.194591332843252
20.94995;0.199837861302382;0.194069642721537
20.95995;0.199837564953842;0.193532295746307
20.96995;0.199837272595116;0.19298121882572
20.97995;0.199836984670597;0.1924172096571
20.98995;0.199836701275211;0.191841923819211
20.99995;0.199836422079378;0.191257552485002
21.00995;0.199836147083678;0.190665108531674
21.01995;0.199835876674484;0.19006483240096
21.02995;0.199835610669917;0.189457821209591
21.03995;0.199835348707025;0.18884519380041
21.04995;0.199835090700138;0.188227497305709
21.05995;0.199834836986793;0.187604728275762
21.06995;0.199834587194774;0.18697765939096
21.07995;0.199834341002311;0.186346884443571
21.08995;0.199834098287096;0.1857127172457
21.09995;0.199833859352492;0.185075056233807
21.10995;0.199833623726694;0.184434483734909
21.11995;0.199833391161398;0.183791324497439
21.12995;0.19983316153034;0.183145770114752
21.13995;0.199832935111922;0.182497683524105
21.14995;0.199832711401168;0.181847528399996
21.15995;0.199832490226005;0.181195483609318
21.16995;0.199832271472238;0.180541672860206
21.17995;0.199832055397235;0.179885950236403
21.18995;0.199831841503091;0.179228700314487
21.19995;0.199831629682947;0.178570018620787
21.20995;0.199831419866755;0.177909970983675
21.21995;0.199831212212149;0.177248467744227
21.22995;0.199831006329291;0.176585783625247
21.23995;0.19983080213517;0.175921982382146
21.24995;0.199830599598074;0.175257092063495
21.25995;0.199830398794028;0.174591069147293
21.26995;0.199830199432705;0.173924107491749
21.27995;0.199830001447123;0.17325625323354
21.28995;0.199829804833319;0.172587510792826
21.29995;0.199829609611748;0.171917868073931
21.30995;0.199829415568462;0.17124746372856
21.31995;0.199829222649888;0.170576332137533
21.32995;0.199829030871334;0.169904462658386
21.33995;0.199828840216012;0.169231864909888
21.34995;0.199828650527748;0.168558638730109
21.35995;0.199828461763788;0.16788481038571
21.36995;0.199828273952305;0.167210359548488
21.37995;0.199828087052029;0.166535310960973
21.38995;0.199827900950175;0.165859736505692
21.39995;0.199827715612555;0.165183656683703
21.40995;0.199827531075537;0.164507044961852
21.41995;0.199827347282206;0.163829936626812
21.42995;0.199827164152263;0.163152383023898
21.43995;0.199826981658246;0.162474400453591
21.44995;0.199826799841377;0.161795958490814
21.45995;0.199826618635207;0.161117099717909
21.46995;0.199826437983738;0.160437860148732
21.47995;0.199826257864779;0.159758252956367
21.48995;0.199826078322045;0.159078245395623
21.49995;0.199825899283775;0.15839788499778
21.50995;0.199825720712153;0.157717196184553
21.51995;0.199825542589113;0.157036189756256
21.52995;0.199825364959217;0.15635483173668
21.53995;0.199825187748312;0.155673172882454
21.54995;0.199825010932175;0.154991228764875
21.55995;0.199824834495983;0.15430900835404
21.56995;0.199824658483997;0.153626477210555
21.57995;0.199824482821693;0.152943688030798
21.58995;0.199824307494996;0.152260649583125
21.59995;0.19982413249578;0.151577366285783
21.60995;0.199823957854784;0.150893813144798
21.61995;0.199823783510939;0.150210034464544
21.62995;0.199823609453579;0.149526036884533
21.63995;0.19982343568047;0.148841820594321
21.64995;0.199823262209075;0.14815737036725
21.65995;0.199823088991967;0.147472721446304
21.66995;0.199822916020169;0.146787879514534
21.67995;0.199822743295747;0.14610284151177
21.68995;0.199822570826029;0.145417600013961
21.69995;0.199822398574398;0.14473218287996
21.70995;0.199822226533221;0.144046595020083
21.71995;0.199822054707624;0.143360830898381
21.72995;0.199821883097257;0.142674889315355
21.73995;0.199821711674085;0.141988792083713
21.74995;0.199821540431552;0.141302543483886
21.75995;0.199821369376866;0.140616136124593
21.76995;0.199821198503937;0.139929573747997
21.77995;0.199821027791557;0.139242873200704
21.78995;0.19982085723403;0.138556038245721
21.79995;0.199820686839859;0.13786906014087
21.80995;0.199820516598781;0.137181946514432
21.81995;0.199820346495003;0.136494710128667
21.82995;0.199820176523518;0.135807354318745
21.83995;0.199820006693481;0.135119869407706
21.84995;0.199819836991738;0.134432266030762
21.85995;0.199819667406768;0.133744553593708
21.86995;0.199819497934117;0.133056735076045
21.87995;0.19981932858305;0.132368800214603
